id,name,category,amount,signup_date
8635,Customer 8635,West,-999999,2024-01-15
8636,Customer 8636,West,"1,000",2024-01-15
8637,Customer 8637,east,10,2024-01-15
8638,Customer 8638,EAST,10,31/02/2024
8639,Customer 8639,east,20,2024-01-15
8640,Customer 8640,North,20,2024-01-15
8641,Customer 8641,EAST,-999999,2024-01-15
8642,Customer 8642,North,"1,000",2024-01-15
8643,Customer 8643,EAST,-999999,2024-01-15
8644,Customer 8644,unknown,20,2024-01-15
8645,  Customer 8645  ,North,20,31/02/2024
8646,Customer 8646,unknown,10,2024-01-15
8647,Customer 8647,North,-999999,2024-01-15
8648,Customer 8648,EAST,N/A,2024-01-15
8649,Customer 8649,North,20,2024-01-15
8650,Customer 8650,unknown,20,2024-01-15
8651,Customer 8651,unknown,"1,000",2024-01-15
8652,Customer 8652,South,20,31/02/2024
8653,Customer 8653,EAST,20,2024-01-15
8654,Customer 8654,EAST,"1,000",2024-01-15
8655,Customer 8655,EAST,-999999,2024-01-15
8656,Customer 8656,east,"1,000",2024-01-15
8657,Customer 8657,North,N/A,2024-01-15
8658,  Customer 8658  ,EAST,-999999,2024-01-15
8659,Customer 8659,unknown,-999999,31/02/2024
8660,Customer 8660,West,-999999,2024-01-15
8661,Customer 8661,unknown,10,2024-01-15
8662,Customer 8662,EAST,10,2024-01-15
8663,Customer 8663,North,N/A,2024-01-15
8664,Customer 8664,unknown,"1,000",2024-01-15
8665,Customer 8665,North,-999999,2024-01-15
8666,Customer 8666,West,N/A,31/02/2024
8667,Customer 8667,North,20,2024-01-15
8668,Customer 8668,North,-999999,2024-01-15
8669,Customer 8669,unknown,20,2024-01-15
8670,Customer 8670,North,-999999,2024-01-15
8671,  Customer 8671  ,EAST,"1,000",2024-01-15
8672,Customer 8672,EAST,N/A,2024-01-15
8673,Customer 8673,EAST,N/A,31/02/2024
8674,Customer 8674,east,"1,000",2024-01-15
8675,Customer 8675,east,20,2024-01-15
8676,Customer 8676,EAST,N/A,2024-01-15
8677,Customer 8677,North,N/A,2024-01-15
8678,Customer 8678,North,"1,000",2024-01-15
8679,Customer 8679,unknown,N/A,2024-01-15
8680,Customer 8680,West,-999999,31/02/2024
8681,Customer 8681,South,N/A,2024-01-15
8682,Customer 8682,North,-999999,2024-01-15
8683,Customer 8683,EAST,N/A,2024-01-15
8684,  Customer 8684  ,unknown,"1,000",2024-01-15
8685,Customer 8685,South,"1,000",2024-01-15
8686,Customer 8686,West,"1,000",2024-01-15
8687,Customer 8687,South,20,31/02/2024
8688,Customer 8688,North,N/A,2024-01-15
8689,Customer 8689,West,"1,000",2024-01-15
8690,Customer 8690,EAST,10,2024-01-15
8691,Customer 8691,EAST,-999999,2024-01-15
8692,Customer 8692,West,"1,000",2024-01-15
8693,Customer 8693,West,-999999,2024-01-15
8694,Customer 8694,West,10,31/02/2024
8695,Customer 8695,North,"1,000",2024-01-15
8696,Customer 8696,South,10,2024-01-15
8697,  Customer 8697  ,North,20,2024-01-15
8698,Customer 8698,east,N/A,2024-01-15
8699,Customer 8699,unknown,"1,000",2024-01-15
8700,Customer 8700,West,"1,000",2024-01-15
8701,Customer 8701,east,N/A,31/02/2024
8702,Customer 8702,unknown,10,2024-01-15
8703,Customer 8703,South,N/A,2024-01-15
8704,Customer 8704,North,"1,000",2024-01-15
8705,Customer 8705,EAST,10,2024-01-15
8706,Customer 8706,West,"1,000",2024-01-15
8707,Customer 8707,east,N/A,2024-01-15
8708,Customer 8708,South,"1,000",31/02/2024
8709,Customer 8709,South,20,2024-01-15
8710,  Customer 8710  ,EAST,20,2024-01-15
8711,Customer 8711,North,-999999,2024-01-15
8712,Customer 8712,unknown,N/A,2024-01-15
8713,Customer 8713,EAST,-999999,2024-01-15
8714,Customer 8714,EAST,10,2024-01-15
8715,Customer 8715,EAST,-999999,31/02/2024
8716,Customer 8716,North,"1,000",2024-01-15
8717,Customer 8717,South,"1,000",2024-01-15
8718,Customer 8718,West,"1,000",2024-01-15
8719,Customer 8719,EAST,20,2024-01-15
8720,Customer 8720,EAST,10,2024-01-15
8721,Customer 8721,South,10,2024-01-15
8722,Customer 8722,EAST,"1,000",31/02/2024
8723,  Customer 8723  ,east,-999999,2024-01-15
8724,Customer 8724,North,-999999,2024-01-15
8725,Customer 8725,North,-999999,2024-01-15
8726,Customer 8726,North,-999999,2024-01-15
8727,Customer 8727,North,"1,000",2024-01-15
8728,Customer 8728,West,"1,000",2024-01-15
8729,Customer 8729,east,-999999,31/02/2024
8730,Customer 8730,North,20,2024-01-15
8731,Customer 8731,east,N/A,2024-01-15
8732,Customer 8732,South,N/A,2024-01-15
8733,Customer 8733,South,10,2024-01-15
8734,Customer 8734,east,-999999,2024-01-15
8735,Customer 8735,West,10,2024-01-15
8736,  Customer 8736  ,east,N/A,31/02/2024
8737,Customer 8737,unknown,20,2024-01-15
8738,Customer 8738,North,10,2024-01-15
8739,Customer 8739,EAST,10,2024-01-15
8740,Customer 8740,EAST,"1,000",2024-01-15
8741,Customer 8741,West,20,2024-01-15
8742,Customer 8742,South,-999999,2024-01-15
8743,Customer 8743,South,10,31/02/2024
8744,Customer 8744,east,10,2024-01-15
8745,Customer 8745,east,-999999,2024-01-15
8746,Customer 8746,east,-999999,2024-01-15
8747,Customer 8747,West,-999999,2024-01-15
8748,Customer 8748,east,"1,000",2024-01-15
8749,  Customer 8749  ,South,"1,000",2024-01-15
8750,Customer 8750,West,-999999,31/02/2024
8751,Customer 8751,east,-999999,2024-01-15
8752,Customer 8752,east,N/A,2024-01-15
8753,Customer 8753,North,20,2024-01-15
8754,Customer 8754,EAST,"1,000",2024-01-15
8755,Customer 8755,unknown,"1,000",2024-01-15
8756,Customer 8756,North,N/A,2024-01-15
8757,Customer 8757,West,20,31/02/2024
8758,Customer 8758,South,"1,000",2024-01-15
8759,Customer 8759,unknown,N/A,2024-01-15
8760,Customer 8760,east,"1,000",2024-01-15
8761,Customer 8761,east,-999999,2024-01-15
8762,  Customer 8762  ,east,10,2024-01-15
8763,Customer 8763,unknown,10,2024-01-15
8764,Customer 8764,South,10,31/02/2024
8765,Customer 8765,West,N/A,2024-01-15
8766,Customer 8766,North,-999999,2024-01-15
8767,Customer 8767,EAST,20,2024-01-15
8768,Customer 8768,unknown,10,2024-01-15
8769,Customer 8769,West,N/A,2024-01-15
8770,Customer 8770,North,"1,000",2024-01-15
8771,Customer 8771,east,"1,000",31/02/2024
8772,Customer 8772,east,-999999,2024-01-15
8773,Customer 8773,east,"1,000",2024-01-15
8774,Customer 8774,unknown,N/A,2024-01-15
8775,  Customer 8775  ,EAST,"1,000",2024-01-15
8776,Customer 8776,EAST,N/A,2024-01-15
8777,Customer 8777,West,20,2024-01-15
8778,Customer 8778,West,20,31/02/2024
8779,Customer 8779,South,"1,000",2024-01-15
8780,Customer 8780,unknown,20,2024-01-15
8781,Customer 8781,EAST,10,2024-01-15
8782,Customer 8782,South,10,2024-01-15
8783,Customer 8783,West,20,2024-01-15
8784,Customer 8784,unknown,10,2024-01-15
8785,Customer 8785,unknown,N/A,31/02/2024
8786,Customer 8786,EAST,20,2024-01-15
8787,Customer 8787,east,"1,000",2024-01-15
8788,  Customer 8788  ,South,10,2024-01-15
8789,Customer 8789,West,20,2024-01-15
8790,Customer 8790,South,N/A,2024-01-15
8791,Customer 8791,unknown,10,2024-01-15
8792,Customer 8792,east,"1,000",31/02/2024
8793,Customer 8793,unknown,-999999,2024-01-15
8794,Customer 8794,South,"1,000",2024-01-15
8795,Customer 8795,South,N/A,2024-01-15
8796,Customer 8796,unknown,20,2024-01-15
8797,Customer 8797,North,10,2024-01-15
8798,Customer 8798,South,20,2024-01-15
8799,Customer 8799,unknown,10,31/02/2024
8800,Customer 8800,South,20,2024-01-15
8801,  Customer 8801  ,South,10,2024-01-15
8802,Customer 8802,unknown,-999999,2024-01-15
8803,Customer 8803,east,10,2024-01-15
8804,Customer 8804,West,-999999,2024-01-15
8805,Customer 8805,EAST,"1,000",2024-01-15
8806,Customer 8806,West,-999999,31/02/2024
8807,Customer 8807,EAST,"1,000",2024-01-15
8808,Customer 8808,South,"1,000",2024-01-15
8809,Customer 8809,unknown,N/A,2024-01-15
8810,Customer 8810,South,N/A,2024-01-15
8811,Customer 8811,South,10,2024-01-15
8812,Customer 8812,unknown,20,2024-01-15
8813,Customer 8813,West,N/A,31/02/2024
8814,  Customer 8814  ,EAST,20,2024-01-15
8815,Customer 8815,South,-999999,2024-01-15
8816,Customer 8816,West,"1,000",2024-01-15
8817,Customer 8817,South,-999999,2024-01-15
8818,Customer 8818,North,-999999,2024-01-15
8819,Customer 8819,EAST,10,2024-01-15
8820,Customer 8820,North,-999999,31/02/2024
8821,Customer 8821,North,N/A,2024-01-15
8822,Customer 8822,North,20,2024-01-15
8823,Customer 8823,North,"1,000",2024-01-15
8824,Customer 8824,South,"1,000",2024-01-15
8825,Customer 8825,EAST,"1,000",2024-01-15
8826,Customer 8826,South,N/A,2024-01-15
8827,  Customer 8827  ,West,-999999,31/02/2024
8828,Customer 8828,east,20,2024-01-15
8829,Customer 8829,east,-999999,2024-01-15
8830,Customer 8830,South,"1,000",2024-01-15
8831,Customer 8831,West,20,2024-01-15
8832,Customer 8832,West,20,2024-01-15
8833,Customer 8833,EAST,10,2024-01-15
8834,Customer 8834,North,N/A,31/02/2024
8835,Customer 8835,EAST,10,2024-01-15
8836,Customer 8836,EAST,20,2024-01-15
8837,Customer 8837,east,N/A,2024-01-15
8838,Customer 8838,North,-999999,2024-01-15
8839,Customer 8839,EAST,-999999,2024-01-15
8840,  Customer 8840  ,unknown,-999999,2024-01-15
8841,Customer 8841,east,"1,000",31/02/2024
8842,Customer 8842,unknown,20,2024-01-15
8843,Customer 8843,EAST,20,2024-01-15
8844,Customer 8844,east,"1,000",2024-01-15
8845,Customer 8845,South,10,2024-01-15
8846,Customer 8846,east,-999999,2024-01-15
8847,Customer 8847,North,10,2024-01-15
8848,Customer 8848,east,-999999,31/02/2024
8849,Customer 8849,North,10,2024-01-15
8850,Customer 8850,North,N/A,2024-01-15
8851,Customer 8851,South,"1,000",2024-01-15
8852,Customer 8852,North,"1,000",2024-01-15
8853,  Customer 8853  ,South,-999999,2024-01-15
8854,Customer 8854,east,10,2024-01-15
8855,Customer 8855,EAST,-999999,31/02/2024
8856,Customer 8856,West,10,2024-01-15
8857,Customer 8857,West,-999999,2024-01-15
8858,Customer 8858,North,N/A,2024-01-15
8859,Customer 8859,West,20,2024-01-15
8860,Customer 8860,EAST,"1,000",2024-01-15
8861,Customer 8861,West,20,2024-01-15
8862,Customer 8862,South,N/A,31/02/2024
8863,Customer 8863,EAST,10,2024-01-15
8864,Customer 8864,South,10,2024-01-15
8865,Customer 8865,South,20,2024-01-15
8866,  Customer 8866  ,North,N/A,2024-01-15
8867,Customer 8867,West,-999999,2024-01-15
8868,Customer 8868,South,"1,000",2024-01-15
8869,Customer 8869,east,N/A,31/02/2024
8870,Customer 8870,EAST,-999999,2024-01-15
8871,Customer 8871,South,10,2024-01-15
8872,Customer 8872,east,20,2024-01-15
8873,Customer 8873,unknown,10,2024-01-15
8874,Customer 8874,EAST,N/A,2024-01-15
8875,Customer 8875,EAST,"1,000",2024-01-15
8876,Customer 8876,North,20,31/02/2024
8877,Customer 8877,South,"1,000",2024-01-15
8878,Customer 8878,South,"1,000",2024-01-15
8879,  Customer 8879  ,North,10,2024-01-15
8880,Customer 8880,unknown,-999999,2024-01-15
8881,Customer 8881,West,N/A,2024-01-15
8882,Customer 8882,east,10,2024-01-15
8883,Customer 8883,South,10,31/02/2024
8884,Customer 8884,North,"1,000",2024-01-15
8885,Customer 8885,North,10,2024-01-15
8886,Customer 8886,West,10,2024-01-15
8887,Customer 8887,West,20,2024-01-15
8888,Customer 8888,EAST,10,2024-01-15
8889,Customer 8889,unknown,N/A,2024-01-15
8890,Customer 8890,West,N/A,31/02/2024
8891,Customer 8891,South,"1,000",2024-01-15
8892,  Customer 8892  ,east,10,2024-01-15
8893,Customer 8893,unknown,10,2024-01-15
8894,Customer 8894,North,"1,000",2024-01-15
8895,Customer 8895,EAST,10,2024-01-15
8896,Customer 8896,EAST,10,2024-01-15
8897,Customer 8897,EAST,-999999,31/02/2024
8898,Customer 8898,North,10,2024-01-15
8899,Customer 8899,unknown,20,2024-01-15
8900,Customer 8900,North,10,2024-01-15
8901,Customer 8901,South,-999999,2024-01-15
8902,Customer 8902,east,10,2024-01-15
8903,Customer 8903,unknown,-999999,2024-01-15
8904,Customer 8904,unknown,-999999,31/02/2024
8905,  Customer 8905  ,unknown,10,2024-01-15
8906,Customer 8906,North,-999999,2024-01-15
8907,Customer 8907,South,20,2024-01-15
8908,Customer 8908,South,N/A,2024-01-15
8909,Customer 8909,unknown,10,2024-01-15
8910,Customer 8910,EAST,-999999,2024-01-15
8911,Customer 8911,South,10,31/02/2024
8912,Customer 8912,South,-999999,2024-01-15
8913,Customer 8913,North,N/A,2024-01-15
8914,Customer 8914,North,"1,000",2024-01-15
8915,Customer 8915,east,-999999,2024-01-15
8916,Customer 8916,east,20,2024-01-15
8917,Customer 8917,east,"1,000",2024-01-15
8918,  Customer 8918  ,South,N/A,31/02/2024
8919,Customer 8919,South,10,2024-01-15
8920,Customer 8920,West,N/A,2024-01-15
8921,Customer 8921,South,-999999,2024-01-15
8922,Customer 8922,North,N/A,2024-01-15
8923,Customer 8923,unknown,-999999,2024-01-15
8924,Customer 8924,east,10,2024-01-15
8925,Customer 8925,South,-999999,31/02/2024
8926,Customer 8926,North,"1,000",2024-01-15
8927,Customer 8927,South,10,2024-01-15
8928,Customer 8928,east,"1,000",2024-01-15
8929,Customer 8929,east,20,2024-01-15
8930,Customer 8930,EAST,-999999,2024-01-15
8931,  Customer 8931  ,South,-999999,2024-01-15
8932,Customer 8932,EAST,N/A,31/02/2024
8933,Customer 8933,South,-999999,2024-01-15
8934,Customer 8934,unknown,10,2024-01-15
8935,Customer 8935,unknown,10,2024-01-15
8936,Customer 8936,EAST,N/A,2024-01-15
8937,Customer 8937,east,10,2024-01-15
8938,Customer 8938,West,"1,000",2024-01-15
8939,Customer 8939,North,N/A,31/02/2024
8940,Customer 8940,North,N/A,2024-01-15
8941,Customer 8941,South,10,2024-01-15
8942,Customer 8942,West,20,2024-01-15
8943,Customer 8943,South,10,2024-01-15
8944,  Customer 8944  ,West,-999999,2024-01-15
8945,Customer 8945,South,"1,000",2024-01-15
8946,Customer 8946,east,-999999,31/02/2024
8947,Customer 8947,east,"1,000",2024-01-15
8948,Customer 8948,east,20,2024-01-15
8949,Customer 8949,east,10,2024-01-15
8950,Customer 8950,east,-999999,2024-01-15
8951,Customer 8951,unknown,10,2024-01-15
8952,Customer 8952,unknown,10,2024-01-15
8953,Customer 8953,east,10,31/02/2024
8954,Customer 8954,unknown,-999999,2024-01-15
8955,Customer 8955,unknown,10,2024-01-15
8956,Customer 8956,EAST,20,2024-01-15
8957,  Customer 8957  ,east,10,2024-01-15
8958,Customer 8958,North,"1,000",2024-01-15
8959,Customer 8959,West,N/A,2024-01-15
8960,Customer 8960,South,N/A,31/02/2024
8961,Customer 8961,North,20,2024-01-15
8962,Customer 8962,east,20,2024-01-15
8963,Customer 8963,EAST,-999999,2024-01-15
8964,Customer 8964,EAST,20,2024-01-15
8965,Customer 8965,North,"1,000",2024-01-15
8966,Customer 8966,east,N/A,2024-01-15
8967,Customer 8967,east,N/A,31/02/2024
8968,Customer 8968,North,10,2024-01-15
8969,Customer 8969,EAST,-999999,2024-01-15
8970,  Customer 8970  ,EAST,-999999,2024-01-15
8971,Customer 8971,South,20,2024-01-15
8972,Customer 8972,North,10,2024-01-15
8973,Customer 8973,North,"1,000",2024-01-15
8974,Customer 8974,east,-999999,31/02/2024
8975,Customer 8975,South,"1,000",2024-01-15
8976,Customer 8976,unknown,"1,000",2024-01-15
8977,Customer 8977,North,"1,000",2024-01-15
8978,Customer 8978,West,-999999,2024-01-15
8979,Customer 8979,east,"1,000",2024-01-15
8980,Customer 8980,West,10,2024-01-15
8981,Customer 8981,EAST,20,31/02/2024
8982,Customer 8982,West,N/A,2024-01-15
8983,  Customer 8983  ,EAST,N/A,2024-01-15
8984,Customer 8984,unknown,10,2024-01-15
8985,Customer 8985,east,10,2024-01-15
8986,Customer 8986,east,10,2024-01-15
8987,Customer 8987,South,"1,000",2024-01-15
8988,Customer 8988,North,N/A,31/02/2024
8989,Customer 8989,North,"1,000",2024-01-15
8990,Customer 8990,east,N/A,2024-01-15
8991,Customer 8991,EAST,"1,000",2024-01-15
8992,Customer 8992,unknown,N/A,2024-01-15
8993,Customer 8993,South,N/A,2024-01-15
8994,Customer 8994,east,-999999,2024-01-15
8995,Customer 8995,North,20,31/02/2024
8996,  Customer 8996  ,unknown,20,2024-01-15
8997,Customer 8997,unknown,20,2024-01-15
8998,Customer 8998,east,20,2024-01-15
8999,Customer 8999,North,-999999,2024-01-15
8999,Customer 9000,EAST,"1,000",2024-01-15
9001,Customer 9001,South,N/A,2024-01-15
9002,Customer 9002,North,20,31/02/2024
9003,Customer 9003,West,10,2024-01-15
9004,Customer 9004,EAST,10,2024-01-15
9005,Customer 9005,east,20,2024-01-15
9006,Customer 9006,West,20,2024-01-15
9007,Customer 9007,North,20,2024-01-15
9008,Customer 9008,West,"1,000",2024-01-15
9009,  Customer 9009  ,east,"1,000",31/02/2024
9010,Customer 9010,unknown,"1,000",2024-01-15
9011,Customer 9011,EAST,20,2024-01-15
9012,Customer 9012,West,"1,000",2024-01-15
9013,Customer 9013,North,10,2024-01-15
9014,Customer 9014,east,10,2024-01-15
9015,Customer 9015,EAST,-999999,2024-01-15
9016,Customer 9016,EAST,20,31/02/2024
9017,Customer 9017,North,20,2024-01-15
9018,Customer 9018,unknown,20,2024-01-15
9019,Customer 9019,South,20,2024-01-15
9020,Customer 9020,North,N/A,2024-01-15
9021,Customer 9021,EAST,N/A,2024-01-15
9022,  Customer 9022  ,east,N/A,2024-01-15
9023,Customer 9023,South,N/A,31/02/2024
9024,Customer 9024,east,-999999,2024-01-15
9025,Customer 9025,east,-999999,2024-01-15
9026,Customer 9026,South,10,2024-01-15
9027,Customer 9027,West,10,2024-01-15
9028,Customer 9028,EAST,10,2024-01-15
9029,Customer 9029,EAST,20,2024-01-15
9030,Customer 9030,east,N/A,31/02/2024
9031,Customer 9031,South,"1,000",2024-01-15
9032,Customer 9032,EAST,20,2024-01-15
9033,Customer 9033,North,-999999,2024-01-15
9034,Customer 9034,unknown,20,2024-01-15
9035,  Customer 9035  ,east,20,2024-01-15
9036,Customer 9036,EAST,10,2024-01-15
9037,Customer 9037,east,-999999,31/02/2024
9038,Customer 9038,east,"1,000",2024-01-15
9039,Customer 9039,EAST,20,2024-01-15
9040,Customer 9040,EAST,N/A,2024-01-15
9041,Customer 9041,South,-999999,2024-01-15
9042,Customer 9042,EAST,20,2024-01-15
9043,Customer 9043,South,"1,000",2024-01-15
9044,Customer 9044,unknown,20,31/02/2024
9045,Customer 9045,West,10,2024-01-15
9046,Customer 9046,West,N/A,2024-01-15
9047,Customer 9047,EAST,-999999,2024-01-15
9048,  Customer 9048  ,West,20,2024-01-15
9049,Customer 9049,unknown,N/A,2024-01-15
9050,Customer 9050,unknown,"1,000",2024-01-15
9051,Customer 9051,West,20,31/02/2024
9052,Customer 9052,east,"1,000",2024-01-15
9053,Customer 9053,South,10,2024-01-15
9054,Customer 9054,South,10,2024-01-15
9055,Customer 9055,South,-999999,2024-01-15
9056,Customer 9056,West,"1,000",2024-01-15
9057,Customer 9057,EAST,-999999,2024-01-15
9058,Customer 9058,North,"1,000",31/02/2024
9059,Customer 9059,South,-999999,2024-01-15
9060,Customer 9060,West,20,2024-01-15
9061,  Customer 9061  ,West,N/A,2024-01-15
9062,Customer 9062,unknown,"1,000",2024-01-15
9063,Customer 9063,South,"1,000",2024-01-15
9064,Customer 9064,unknown,10,2024-01-15
9065,Customer 9065,EAST,N/A,31/02/2024
9066,Customer 9066,North,20,2024-01-15
9067,Customer 9067,east,N/A,2024-01-15
9068,Customer 9068,South,N/A,2024-01-15
9069,Customer 9069,EAST,20,2024-01-15
9070,Customer 9070,South,N/A,2024-01-15
9071,Customer 9071,South,-999999,2024-01-15
9072,Customer 9072,EAST,-999999,31/02/2024
9073,Customer 9073,unknown,-999999,2024-01-15
9074,  Customer 9074  ,EAST,10,2024-01-15
9075,Customer 9075,West,10,2024-01-15
9076,Customer 9076,South,"1,000",2024-01-15
9077,Customer 9077,North,-999999,2024-01-15
9078,Customer 9078,east,N/A,2024-01-15
9079,Customer 9079,EAST,N/A,31/02/2024
9080,Customer 9080,east,-999999,2024-01-15
9081,Customer 9081,unknown,-999999,2024-01-15
9082,Customer 9082,EAST,-999999,2024-01-15
9083,Customer 9083,east,20,2024-01-15
9084,Customer 9084,unknown,"1,000",2024-01-15
9085,Customer 9085,EAST,N/A,2024-01-15
9086,Customer 9086,east,10,31/02/2024
9087,  Customer 9087  ,east,20,2024-01-15
9088,Customer 9088,South,N/A,2024-01-15
9089,Customer 9089,unknown,10,2024-01-15
9090,Customer 9090,North,-999999,2024-01-15
9091,Customer 9091,West,"1,000",2024-01-15
9092,Customer 9092,West,N/A,2024-01-15
9093,Customer 9093,EAST,20,31/02/2024
9094,Customer 9094,North,-999999,2024-01-15
9095,Customer 9095,West,"1,000",2024-01-15
9096,Customer 9096,South,-999999,2024-01-15
9097,Customer 9097,West,-999999,2024-01-15
9098,Customer 9098,North,-999999,2024-01-15
9099,Customer 9099,EAST,N/A,2024-01-15
9100,  Customer 9100  ,West,10,31/02/2024
9101,Customer 9101,unknown,10,2024-01-15
9102,Customer 9102,unknown,-999999,2024-01-15
9103,Customer 9103,EAST,10,2024-01-15
9104,Customer 9104,South,N/A,2024-01-15
9105,Customer 9105,east,-999999,2024-01-15
9106,Customer 9106,unknown,10,2024-01-15
9107,Customer 9107,east,-999999,31/02/2024
9108,Customer 9108,North,"1,000",2024-01-15
9109,Customer 9109,unknown,"1,000",2024-01-15
9110,Customer 9110,South,10,2024-01-15
9111,Customer 9111,North,-999999,2024-01-15
9112,Customer 9112,North,"1,000",2024-01-15
9113,  Customer 9113  ,South,20,2024-01-15
9114,Customer 9114,North,-999999,31/02/2024
9115,Customer 9115,South,-999999,2024-01-15
9116,Customer 9116,EAST,20,2024-01-15
9117,Customer 9117,EAST,"1,000",2024-01-15
9118,Customer 9118,east,"1,000",2024-01-15
9119,Customer 9119,east,20,2024-01-15
9120,Customer 9120,unknown,10,2024-01-15
9121,Customer 9121,West,-999999,31/02/2024
9122,Customer 9122,east,10,2024-01-15
9123,Customer 9123,West,-999999,2024-01-15
9124,Customer 9124,east,20,2024-01-15
9125,Customer 9125,east,"1,000",2024-01-15
9126,  Customer 9126  ,North,N/A,2024-01-15
9127,Customer 9127,east,N/A,2024-01-15
9128,Customer 9128,unknown,"1,000",31/02/2024
9129,Customer 9129,EAST,N/A,2024-01-15
9130,Customer 9130,east,20,2024-01-15
9131,Customer 9131,east,20,2024-01-15
9132,Customer 9132,West,N/A,2024-01-15
9133,Customer 9133,EAST,-999999,2024-01-15
9134,Customer 9134,South,20,2024-01-15
9135,Customer 9135,West,-999999,31/02/2024
9136,Customer 9136,West,-999999,2024-01-15
9137,Customer 9137,EAST,N/A,2024-01-15
9138,Customer 9138,North,N/A,2024-01-15
9139,  Customer 9139  ,EAST,20,2024-01-15
9140,Customer 9140,unknown,-999999,2024-01-15
9141,Customer 9141,North,"1,000",2024-01-15
9142,Customer 9142,South,"1,000",31/02/2024
9143,Customer 9143,EAST,N/A,2024-01-15
9144,Customer 9144,unknown,N/A,2024-01-15
9145,Customer 9145,North,20,2024-01-15
9146,Customer 9146,South,-999999,2024-01-15
9147,Customer 9147,unknown,"1,000",2024-01-15
9148,Customer 9148,South,20,2024-01-15
9149,Customer 9149,unknown,-999999,31/02/2024
9150,Customer 9150,unknown,20,2024-01-15
9151,Customer 9151,West,20,2024-01-15
9152,  Customer 9152  ,unknown,20,2024-01-15
9153,Customer 9153,South,-999999,2024-01-15
9154,Customer 9154,West,10,2024-01-15
9155,Customer 9155,EAST,10,2024-01-15
9156,Customer 9156,South,20,31/02/2024
9157,Customer 9157,South,-999999,2024-01-15
9158,Customer 9158,unknown,-999999,2024-01-15
9159,Customer 9159,unknown,20,2024-01-15
9160,Customer 9160,EAST,N/A,2024-01-15
9161,Customer 9161,South,20,2024-01-15
9162,Customer 9162,North,20,2024-01-15
9163,Customer 9163,unknown,-999999,31/02/2024
9164,Customer 9164,unknown,N/A,2024-01-15
9165,  Customer 9165  ,unknown,"1,000",2024-01-15
9166,Customer 9166,West,-999999,2024-01-15
9167,Customer 9167,South,-999999,2024-01-15
9168,Customer 9168,unknown,-999999,2024-01-15
9169,Customer 9169,unknown,"1,000",2024-01-15
9170,Customer 9170,South,10,31/02/2024
9171,Customer 9171,West,N/A,2024-01-15
9172,Customer 9172,North,10,2024-01-15
9173,Customer 9173,EAST,"1,000",2024-01-15
9174,Customer 9174,West,-999999,2024-01-15
9175,Customer 9175,West,10,2024-01-15
9176,Customer 9176,unknown,N/A,2024-01-15
9177,Customer 9177,West,N/A,31/02/2024
9178,  Customer 9178  ,unknown,N/A,2024-01-15
9179,Customer 9179,North,"1,000",2024-01-15
9180,Customer 9180,South,"1,000",2024-01-15
9181,Customer 9181,South,20,2024-01-15
9182,Customer 9182,North,-999999,2024-01-15
9183,Customer 9183,EAST,20,2024-01-15
9184,Customer 9184,North,N/A,31/02/2024
9185,Customer 9185,east,10,2024-01-15
9186,Customer 9186,South,10,2024-01-15
9187,Customer 9187,east,"1,000",2024-01-15
9188,Customer 9188,unknown,10,2024-01-15
9189,Customer 9189,West,-999999,2024-01-15
9190,Customer 9190,east,-999999,2024-01-15
9191,  Customer 9191  ,EAST,-999999,31/02/2024
9192,Customer 9192,east,20,2024-01-15
9193,Customer 9193,North,20,2024-01-15
9194,Customer 9194,EAST,20,2024-01-15
9195,Customer 9195,EAST,-999999,2024-01-15
9196,Customer 9196,east,10,2024-01-15
9197,Customer 9197,South,-999999,2024-01-15
9198,Customer 9198,North,"1,000",31/02/2024
9199,Customer 9199,West,-999999,2024-01-15
9200,Customer 9200,EAST,10,2024-01-15
9201,Customer 9201,North,N/A,2024-01-15
9202,Customer 9202,EAST,-999999,2024-01-15
9203,Customer 9203,North,N/A,2024-01-15
9204,  Customer 9204  ,east,-999999,2024-01-15
9205,Customer 9205,North,N/A,31/02/2024
9206,Customer 9206,West,N/A,2024-01-15
9207,Customer 9207,unknown,20,2024-01-15
9208,Customer 9208,South,10,2024-01-15
9209,Customer 9209,North,N/A,2024-01-15
9210,Customer 9210,EAST,10,2024-01-15
9211,Customer 9211,South,N/A,2024-01-15
9212,Customer 9212,South,10,31/02/2024
9213,Customer 9213,North,-999999,2024-01-15
9214,Customer 9214,east,N/A,2024-01-15
9215,Customer 9215,West,"1,000",2024-01-15
9216,Customer 9216,South,"1,000",2024-01-15
9217,  Customer 9217  ,North,"1,000",2024-01-15
9218,Customer 9218,east,"1,000",2024-01-15
9219,Customer 9219,West,20,31/02/2024
9220,Customer 9220,unknown,N/A,2024-01-15
9221,Customer 9221,east,20,2024-01-15
9222,Customer 9222,West,"1,000",2024-01-15
9223,Customer 9223,unknown,"1,000",2024-01-15
9224,Customer 9224,South,N/A,2024-01-15
9225,Customer 9225,North,20,2024-01-15
9226,Customer 9226,North,N/A,31/02/2024
9227,Customer 9227,West,N/A,2024-01-15
9228,Customer 9228,EAST,"1,000",2024-01-15
9229,Customer 9229,EAST,20,2024-01-15
9230,  Customer 9230  ,unknown,N/A,2024-01-15
9231,Customer 9231,east,10,2024-01-15
9232,Customer 9232,South,-999999,2024-01-15
9233,Customer 9233,North,-999999,31/02/2024
